ω [ω_0],θ [deg]
0.8386791752550163,16.689455103811564
0.8429790951642673,16.60185221575398
0.8472809657139101,16.515138692966513
0.850118687166544,16.090816348852172
0.8544317588000168,16.007404296099846
0.8587466231211671,15.924830295376378
0.8616485325032652,15.508136337452646
0.8659739569064079,15.428741745896264
0.8703010275846212,15.35013649242442
0.8746297201039711,15.272309155441175
0.8776021568262697,14.86535750773972
0.8819406910555924,14.790556990005463
0.886280713720381,14.716488927465388
0.8906222030610939,14.643142858072277
0.8936622821269299,14.24560592044139
0.8980129440983537,14.175142055252483
0.902364951191961,14.105357764335245
0.9067182840390634,14.036243467926479
0.9098232685833036,13.647803456446434
0.9141851506811256,13.581434370122512
0.9185482477778371,13.515695701584544
0.9229125426416053,13.450578681739149
0.9260798358370637,13.070927870978648
0.9304520989350574,13.008426331179848
0.9348254588857221,12.946509515636931
0.9391999003666602,12.885169399703269
0.9424270376859426,12.51401024576329
0.946808905655485,12.45516278889444
0.9511917632082237,12.396857580188323
0.9555755967276469,12.339087278326195
0.9588602385687404,11.976132444203355
0.9632509932377556,11.92073853992231
0.9676426400994018,11.865847395274942
0.9720351670609219,11.811452295953707
0.9753750917384574,11.456424597541114
0.9797740682665624,11.404295852490057
0.9841738485709797,11.35263315139782
0.9885744219197724,11.301430355146119
0.992975777769331,11.250681430495149
0.9963741016559998,10.905022045234448
1.0007814078072135,10.856413348062246
1.0051894279557325,10.808230940319792
1.0095981527493763,10.76046930602808
1.0130473102393058,10.422147134687261
1.017461579099312,10.376428481151356
1.0218764901900008,10.33110484433969
1.0262920352231135,10.286171182754284
1.0307082060512385,10.241622539362888
1.0342108491033368,9.91195880953065
1.0386321355808317,9.869341973898806
1.0430539918043311,9.8270864492159
1.0474764105583938,9.785187705404379
1.0510259143293883,9.462322208025615
1.0554530977966126,9.422269240405912
1.059880792733127,9.382550899300302
1.0643089927555505,9.34316304634692
1.0687376915855744,9.30410161051782
1.0723363031087003,8.98924854060156
1.0767693980232516,8.95193474887177
1.0812029458771713,8.914926957147866
1.0856369411212876,8.878221447172796
1.0892788573227268,8.569674829129424
1.0937169446265391,8.534640742978853
1.098155437547761,8.499889843437376
1.1025943311879545,8.465418736016384
1.1070336207268086,8.431224079858316
1.1107207345395915,8.13010235415598
1.1151637980974172,8.097492352262753
1.119607220027426,8.06514118072924
1.1240509960796357,8.033045790559362
1.127778223782597,7.737782071165806
1.1322255097318301,7.707203691700459
1.1366731156477539,7.676864599502961
1.1411210377890844,7.6467620135671694
1.1448870121847798,7.3571697766290844
1.1493381964926817,7.328520037746437
1.1537896659548934,7.300091360582765
1.1582414172836137,7.2718812102359855
